team,player,minute,x,y
France,Antoine Griezmann,0,61.0,40.1
France,Aurélien Djani Tchouaméni,0,49.7,43.6
Argentina,Nahuel Molina Lucero,0,22.7,80.0
Argentina,Rodrigo Javier De Paul,0,41.1,73.9
Argentina,Cristian Gabriel Romero,0,24.7,59.4
Argentina,Nicolás Hernán Otamendi,0,24.0,27.1
Argentina,Cristian Gabriel Romero,0,22.1,49.8
Argentina,Nicolás Hernán Otamendi,0,21.7,24.5
Argentina,Nicolás Alejandro Tagliafico,0,29.2,2.5
Argentina,Nicolás Alejandro Tagliafico,1,44.1,3.8
Argentina,Nicolás Hernán Otamendi,1,21.7,17.7
Argentina,Cristian Gabriel Romero,1,30.9,42.5
Argentina,Nicolás Hernán Otamendi,1,29.8,29.2
Argentina,Cristian Gabriel Romero,1,32.1,54.5
Argentina,Nicolás Hernán Otamendi,1,24.7,29.0
Argentina,Damián Emiliano Martínez,1,3.9,43.4
France,Theo Bernard François Hernández,1,68.5,5.7
France,Adrien Rabiot,1,72.3,13.4
France,Theo Bernard François Hernández,1,73.2,4.0
France,Theo Bernard François Hernández,1,61.2,7.0
France,Raphaël Varane,2,53.1,44.9
France,Jules Koundé,2,43.2,70.3
Argentina,Nicolás Alejandro Tagliafico,2,72.6,0.1
Argentina,Alexis Mac Allister,2,67.4,20.7
Argentina,Lionel Andrés Messi Cuccittini,2,76.6,35.7
Argentina,Ángel Fabián Di María Hernández,2,116.0,8.9
Argentina,Rodrigo Javier De Paul,2,93.1,53.2
Argentina,Lionel Andrés Messi Cuccittini,2,99.3,57.3
Argentina,Rodrigo Javier De Paul,2,96.7,49.8
France,Hugo Lloris,3,9.2,35.5
France,Olivier Giroud,3,67.8,60.7
Argentina,Alexis Mac Allister,3,48.9,15.4
Argentina,Nicolás Hernán Otamendi,3,37.4,19.2
Argentina,Cristian Gabriel Romero,3,27.4,29.9
Argentina,Rodrigo Javier De Paul,3,64.2,43.6
Argentina,Nicolás Hernán Otamendi,3,57.2,26.7
Argentina,Enzo Fernandez,3,54.8,37.8
Argentina,Cristian Gabriel Romero,3,56.1,61.3
Argentina,Nahuel Molina Lucero,3,68.9,74.4
France,Adrien Rabiot,3,47.5,14.5
Argentina,Lionel Andrés Messi Cuccittini,3,67.9,59.0
Argentina,Cristian Gabriel Romero,3,50.5,58.1
Argentina,Ángel Fabián Di María Hernández,4,89.5,3.4
Argentina,Nicolás Alejandro Tagliafico,4,82.4,7.4
Argentina,Alexis Mac Allister,4,96.1,14.3
Argentina,Nicolás Alejandro Tagliafico,4,108.9,0.1
Argentina,Alexis Mac Allister,4,87.8,7.6
France,Kylian Mbappé Lottin,4,38.8,46.8
France,Adrien Rabiot,4,31.3,28.2
France,Theo Bernard François Hernández,4,33.6,7.9
Argentina,Lionel Andrés Messi Cuccittini,4,81.8,65.2
Argentina,Rodrigo Javier De Paul,4,84.6,49.8
France,Jules Koundé,4,16.5,64.6
France,Ousmane Dembélé,4,28.3,71.4
France,Jules Koundé,4,17.2,77.2
France,Antoine Griezmann,4,27.6,68.2
Argentina,Julián Álvarez,4,98.7,19.8
France,Hugo Lloris,4,8.8,41.9
Argentina,Enzo Fernandez,4,56.5,39.7
France,Adrien Rabiot,4,53.1,36.3
France,Dayotchanculle Upamecano,4,41.5,35.7
France,Theo Bernard François Hernández,5,61.6,7.7
France,Kylian Mbappé Lottin,5,68.7,5.9
France,Theo Bernard François Hernández,5,55.7,10.2
France,Dayotchanculle Upamecano,5,36.8,21.3
France,Aurélien Djani Tchouaméni,5,43.9,51.3
France,Jules Koundé,5,56.7,76.7
France,Hugo Lloris,5,19.9,51.1
France,Raphaël Varane,5,39.4,51.9
France,Dayotchanculle Upamecano,5,44.3,23.3
France,Theo Bernard François Hernández,5,46.5,34.4
France,Jules Koundé,5,37.9,54.7
France,Raphaël Varane,5,36.8,36.7
France,Adrien Rabiot,5,53.3,33.3
France,Ousmane Dembélé,6,64.6,76.1
France,Jules Koundé,6,42.4,66.0
France,Raphaël Varane,6,33.6,32.7
France,Dayotchanculle Upamecano,6,46.7,22.6
France,Raphaël Varane,6,46.0,48.7
France,Dayotchanculle Upamecano,6,39.6,25.2
France,Raphaël Varane,6,25.3,51.5
France,Dayotchanculle Upamecano,6,23.6,27.3
France,Ousmane Dembélé,6,52.2,66.7
France,Antoine Griezmann,6,51.8,59.0
France,Aurélien Djani Tchouaméni,6,63.8,13.0
France,Adrien Rabiot,6,52.9,6.6
France,Aurélien Djani Tchouaméni,6,50.9,26.0
France,Raphaël Varane,7,67.0,51.1
Argentina,Rodrigo Javier De Paul,7,20.2,71.2
Argentina,Nahuel Molina Lucero,7,16.3,60.3
Argentina,Enzo Fernandez,7,34.3,50.2
Argentina,Lionel Andrés Messi Cuccittini,7,39.2,48.1
Argentina,Alexis Mac Allister,7,75.8,26.9
Argentina,Ángel Fabián Di María Hernández,7,98.5,10.2
Argentina,Alexis Mac Allister,7,89.5,12.3
Argentina,Enzo Fernandez,7,88.0,23.9
Argentina,Julián Álvarez,7,110.6,17.9
Argentina,Ángel Fabián Di María Hernández,7,115.1,21.3
Argentina,Lionel Andrés Messi Cuccittini,8,120.0,80.0
Argentina,Rodrigo Javier De Paul,8,95.2,65.6
Argentina,Lionel Andrés Messi Cuccittini,8,108.2,74.4
Argentina,Rodrigo Javier De Paul,8,87.7,67.7
France,Hugo Lloris,11,9.0,38.2
France,Olivier Giroud,11,74.3,58.3
Argentina,Nicolás Alejandro Tagliafico,11,31.9,16.6
France,Adrien Rabiot,11,68.5,53.6
France,Antoine Griezmann,11,78.5,63.3
France,Olivier Giroud,11,79.8,58.1
Argentina,Cristian Gabriel Romero,11,35.6,33.9
Argentina,Rodrigo Javier De Paul,11,31.5,28.8
Argentina,Alexis Mac Allister,11,41.8,22.0
Argentina,Ángel Fabián Di María Hernández,11,43.9,2.7
Argentina,Nicolás Alejandro Tagliafico,11,31.1,5.3
Argentina,Nicolás Hernán Otamendi,11,18.0,14.7
Argentina,Damián Emiliano Martínez,11,6.5,41.6
Argentina,Cristian Gabriel Romero,11,9.3,48.9
Argentina,Enzo Fernandez,11,33.9,51.1
France,Raphaël Varane,11,8.0,22.0
France,Hugo Lloris,11,3.3,29.7
Argentina,Nahuel Molina Lucero,11,67.0,60.9
Argentina,Enzo Fernandez,11,68.3,51.1
Argentina,Rodrigo Javier De Paul,11,79.8,70.1
Argentina,Lionel Andrés Messi Cuccittini,11,80.5,47.8
Argentina,Ángel Fabián Di María Hernández,11,106.4,16.2
Argentina,Ángel Fabián Di María Hernández,12,101.9,13.0
Argentina,Rodrigo Javier De Paul,12,96.7,24.7
France,Hugo Lloris,12,15.4,36.1
Argentina,Nicolás Hernán Otamendi,12,35.4,31.2
France,Raphaël Varane,12,45.2,52.4
France,Antoine Griezmann,12,66.4,74.4
France,Jules Koundé,12,61.2,77.4
France,Ousmane Dembélé,12,90.3,66.3
France,Theo Bernard François Hernández,13,94.2,17.7
France,Kylian Mbappé Lottin,13,99.1,19.2
France,Adrien Rabiot,13,99.5,28.2
Argentina,Damián Emiliano Martínez,13,4.8,42.3
Argentina,Nicolás Hernán Otamendi,13,22.3,23.0
Argentina,Enzo Fernandez,13,31.5,26.0
Argentina,Nicolás Hernán Otamendi,13,23.4,21.5
Argentina,Cristian Gabriel Romero,13,16.5,55.1
Argentina,Julián Álvarez,13,57.6,43.6
Argentina,Lionel Andrés Messi Cuccittini,13,52.5,56.4
Argentina,Julián Álvarez,13,59.5,52.6
Argentina,Alexis Mac Allister,13,63.8,33.7
Argentina,Ángel Fabián Di María Hernández,13,86.5,22.2
Argentina,Lionel Andrés Messi Cuccittini,13,95.2,48.5
Argentina,Nicolás Alejandro Tagliafico,13,94.8,20.5
France,Hugo Lloris,14,13.9,48.5
France,Olivier Giroud,14,76.6,64.8
France,Ousmane Dembélé,14,89.5,75.9
France,Olivier Giroud,14,79.8,74.4
Argentina,Julián Álvarez,14,46.7,24.5
Argentina,Rodrigo Javier De Paul,14,52.7,39.9
Argentina,Alexis Mac Allister,14,64.4,20.7
Argentina,Ángel Fabián Di María Hernández,14,76.4,6.8
Argentina,Nicolás Alejandro Tagliafico,14,53.7,4.0
Argentina,Alexis Mac Allister,14,63.2,17.3
Argentina,Enzo Fernandez,14,55.2,37.6
Argentina,Nahuel Molina Lucero,14,68.1,72.4
Argentina,Cristian Gabriel Romero,14,47.3,57.5
Argentina,Nicolás Hernán Otamendi,15,62.3,20.9
Argentina,Ángel Fabián Di María Hernández,15,76.2,2.3
Argentina,Nicolás Alejandro Tagliafico,15,62.3,5.7
Argentina,Enzo Fernandez,15,57.6,17.7
Argentina,Nicolás Hernán Otamendi,15,46.9,23.0
Argentina,Enzo Fernandez,15,47.8,28.4
Argentina,Cristian Gabriel Romero,15,52.9,53.2
Argentina,Ángel Fabián Di María Hernández,15,68.3,3.4
Argentina,Nicolás Hernán Otamendi,15,54.2,17.0
France,Theo Bernard François Hernández,15,19.1,0.1
France,Adrien Rabiot,15,27.6,5.9
France,Dayotchanculle Upamecano,15,19.1,23.5
France,Raphaël Varane,15,39.8,57.7
France,Jules Koundé,16,33.4,69.0
France,Dayotchanculle Upamecano,16,27.0,31.8
France,Theo Bernard François Hernández,16,41.8,4.7
Argentina,Lionel Andrés Messi Cuccittini,16,89.3,58.8
Argentina,Rodrigo Javier De Paul,16,110.2,56.8
France,Hugo Lloris,16,7.0,44.1
Argentina,Alexis Mac Allister,16,55.0,18.5
France,Raphaël Varane,16,27.4,54.3
France,Dayotchanculle Upamecano,17,26.6,38.7
France,Raphaël Varane,17,38.5,59.8
France,Ousmane Dembélé,17,68.7,65.0
France,Adrien Rabiot,17,56.7,47.4
France,Theo Bernard François Hernández,17,73.2,8.5
France,Kylian Mbappé Lottin,17,81.8,5.1
France,Theo Bernard François Hernández,17,57.6,7.4
France,Dayotchanculle Upamecano,17,45.0,18.1
France,Raphaël Varane,17,57.6,60.1
France,Jules Koundé,17,53.7,75.9
France,Ousmane Dembélé,17,70.6,77.6
France,Jules Koundé,17,75.8,71.4
France,Ousmane Dembélé,17,103.1,78.2
France,Jules Koundé,17,100.1,80.0
France,Raphaël Varane,18,74.9,59.0
France,Dayotchanculle Upamecano,18,70.2,34.2
France,Theo Bernard François Hernández,18,85.4,5.3
France,Kylian Mbappé Lottin,18,86.7,14.1
France,Antoine Griezmann,19,112.3,13.4
Argentina,Damián Emiliano Martínez,19,4.3,36.3
Argentina,Cristian Gabriel Romero,19,14.6,49.1
Argentina,Enzo Fernandez,19,31.7,48.5
Argentina,Nicolás Hernán Otamendi,19,29.4,22.8
Argentina,Nicolás Alejandro Tagliafico,19,42.0,6.1
Argentina,Nicolás Hernán Otamendi,19,32.4,20.3
Argentina,Cristian Gabriel Romero,19,33.4,51.3
Argentina,Rodrigo Javier De Paul,19,45.0,52.3
Argentina,Cristian Gabriel Romero,19,33.4,56.8
Argentina,Nahuel Molina Lucero,19,50.1,75.2
Argentina,Rodrigo Javier De Paul,19,41.3,62.0
Argentina,Nicolás Hernán Otamendi,19,61.9,19.8
Argentina,Ángel Fabián Di María Hernández,19,65.5,2.5
Argentina,Nicolás Hernán Otamendi,20,48.4,14.7
Argentina,Cristian Gabriel Romero,20,40.9,47.2
Argentina,Rodrigo Javier De Paul,20,49.9,48.3
Argentina,Cristian Gabriel Romero,20,39.8,46.6
Argentina,Nicolás Hernán Otamendi,20,49.3,22.8
Argentina,Enzo Fernandez,20,56.1,33.9
Argentina,Lionel Andrés Messi Cuccittini,20,89.5,65.0
Argentina,Nahuel Molina Lucero,20,94.4,74.8
Argentina,Rodrigo Javier De Paul,20,73.9,68.2
Argentina,Nicolás Hernán Otamendi,20,65.9,32.0
Argentina,Enzo Fernandez,20,74.7,33.3
Argentina,Nicolás Hernán Otamendi,20,64.2,32.2
Argentina,Enzo Fernandez,20,68.7,22.6
Argentina,Cristian Gabriel Romero,20,54.6,46.1
Argentina,Rodrigo Javier De Paul,20,57.0,64.5
Argentina,Alexis Mac Allister,20,92.0,35.2
Argentina,Julián Álvarez,20,94.2,47.0
France,Olivier Giroud,23,61.0,40.1
France,Adrien Rabiot,23,55.0,34.2
France,Aurélien Djani Tchouaméni,23,44.5,47.7
France,Jules Koundé,23,39.0,63.9
France,Raphaël Varane,23,34.7,47.2
France,Theo Bernard François Hernández,23,38.5,7.4
France,Kylian Mbappé Lottin,24,98.0,0.1
France,Adrien Rabiot,24,89.7,7.7
France,Kylian Mbappé Lottin,24,105.9,5.5
Argentina,Cristian Gabriel Romero,24,14.4,53.0
Argentina,Julián Álvarez,24,36.9,48.5
Argentina,Alexis Mac Allister,24,38.8,29.5
Argentina,Nicolás Alejandro Tagliafico,24,22.5,17.0
Argentina,Nicolás Alejandro Tagliafico,24,34.9,0.1
France,Aurélien Djani Tchouaméni,24,69.8,77.2
France,Raphaël Varane,25,48.4,80.0
France,Dayotchanculle Upamecano,25,41.3,53.0
France,Adrien Rabiot,25,50.3,50.4
France,Aurélien Djani Tchouaméni,25,48.0,62.0
France,Ousmane Dembélé,25,66.4,66.0
Argentina,Julián Álvarez,25,63.4,16.4
Argentina,Alexis Mac Allister,25,58.5,17.7
Argentina,Enzo Fernandez,25,54.4,24.3
Argentina,Nicolás Alejandro Tagliafico,25,55.0,12.8
Argentina,Ángel Fabián Di María Hernández,25,45.0,4.0
France,Ousmane Dembélé,25,80.3,70.8
France,Antoine Griezmann,26,90.1,55.1
Argentina,Damián Emiliano Martínez,28,28.3,41.2
France,Theo Bernard François Hernández,28,31.5,16.2
Argentina,Enzo Fernandez,28,77.9,57.5
Argentina,Lionel Andrés Messi Cuccittini,29,120.0,80.0
France,Hugo Lloris,29,10.1,9.6
France,Jules Koundé,29,64.4,44.2
France,Ousmane Dembélé,29,82.4,55.4
Argentina,Alexis Mac Allister,29,44.3,23.9
Argentina,Nicolás Alejandro Tagliafico,29,34.7,20.5
Argentina,Enzo Fernandez,29,39.6,28.0
Argentina,Nahuel Molina Lucero,29,63.4,61.8
Argentina,Julián Álvarez,29,75.6,38.9
Argentina,Lionel Andrés Messi Cuccittini,30,81.8,38.6
Argentina,Alexis Mac Allister,30,92.9,27.7
Argentina,Ángel Fabián Di María Hernández,30,106.8,12.8
France,Theo Bernard François Hernández,30,9.2,0.1
France,Olivier Giroud,30,36.2,5.5
Argentina,Nahuel Molina Lucero,30,77.3,68.0
France,Aurélien Djani Tchouaméni,30,31.9,20.1
France,Olivier Giroud,30,42.4,13.9
Argentina,Enzo Fernandez,30,64.4,23.9
Argentina,Nicolás Alejandro Tagliafico,30,60.8,4.6
Argentina,Nicolás Hernán Otamendi,30,23.8,17.7
Argentina,Damián Emiliano Martínez,30,7.8,38.2
Argentina,Cristian Gabriel Romero,30,19.7,56.4
Argentina,Rodrigo Javier De Paul,30,37.9,60.3
Argentina,Lionel Andrés Messi Cuccittini,31,45.8,59.4
Argentina,Rodrigo Javier De Paul,31,70.0,65.0
Argentina,Lionel Andrés Messi Cuccittini,31,68.1,54.5
Argentina,Alexis Mac Allister,31,81.8,31.4
Argentina,Lionel Andrés Messi Cuccittini,31,92.7,47.6
Argentina,Ángel Fabián Di María Hernández,31,107.9,8.3
Argentina,Alexis Mac Allister,31,93.1,11.9
Argentina,Enzo Fernandez,31,87.1,18.1
Argentina,Alexis Mac Allister,31,90.8,2.5
Argentina,Nicolás Alejandro Tagliafico,31,100.4,20.5
France,Theo Bernard François Hernández,32,18.0,0.1
Argentina,Nahuel Molina Lucero,32,76.2,71.4
Argentina,Alexis Mac Allister,32,87.1,30.5
Argentina,Enzo Fernandez,32,85.8,45.5
Argentina,Julián Álvarez,32,93.3,52.6
Argentina,Enzo Fernandez,32,87.8,51.3
Argentina,Rodrigo Javier De Paul,32,91.8,68.6
France,Ousmane Dembélé,32,21.6,55.1
Argentina,Nicolás Hernán Otamendi,32,65.1,36.3
Argentina,Cristian Gabriel Romero,32,53.7,58.3
Argentina,Rodrigo Javier De Paul,32,68.7,55.5
Argentina,Enzo Fernandez,32,62.7,42.7
Argentina,Nicolás Hernán Otamendi,32,52.3,26.5
Argentina,Nicolás Alejandro Tagliafico,32,67.7,6.4
Argentina,Ángel Fabián Di María Hernández,32,74.9,3.8
France,Jules Koundé,32,33.8,80.0
Argentina,Nicolás Alejandro Tagliafico,33,66.8,4.6
Argentina,Alexis Mac Allister,33,72.4,7.8
France,Ousmane Dembélé,33,54.6,77.8
Argentina,Nicolás Alejandro Tagliafico,33,73.0,6.1
France,Raphaël Varane,33,39.2,60.9
France,Adrien Rabiot,33,48.6,50.6
Argentina,Cristian Gabriel Romero,33,31.3,52.8
Argentina,Damián Emiliano Martínez,33,11.0,56.6
Argentina,Nahuel Molina Lucero,33,35.6,72.9
Argentina,Rodrigo Javier De Paul,33,49.0,67.5
Argentina,Enzo Fernandez,33,70.4,52.1
Argentina,Nahuel Molina Lucero,33,81.3,73.3
Argentina,Rodrigo Javier De Paul,33,63.2,70.9
Argentina,Cristian Gabriel Romero,33,43.1,58.1
Argentina,Nicolás Hernán Otamendi,33,46.7,23.2
Argentina,Enzo Fernandez,33,57.4,33.5
Argentina,Nicolás Hernán Otamendi,33,49.5,26.0
Argentina,Enzo Fernandez,33,53.5,23.9
Argentina,Cristian Gabriel Romero,33,43.5,41.2
Argentina,Rodrigo Javier De Paul,33,51.4,48.5
Argentina,Nicolás Hernán Otamendi,34,52.5,15.1
Argentina,Cristian Gabriel Romero,34,39.6,36.3
Argentina,Rodrigo Javier De Paul,34,64.4,42.3
Argentina,Lionel Andrés Messi Cuccittini,34,80.3,57.7
Argentina,Ángel Fabián Di María Hernández,34,98.5,17.5
France,Jules Koundé,34,18.4,55.4
Argentina,Enzo Fernandez,34,80.7,23.2
Argentina,Nicolás Alejandro Tagliafico,34,90.3,5.7
Argentina,Enzo Fernandez,34,80.1,14.7
Argentina,Nicolás Alejandro Tagliafico,34,86.5,5.3
Argentina,Ángel Fabián Di María Hernández,34,87.3,4.6
Argentina,Enzo Fernandez,34,74.7,10.0
Argentina,Cristian Gabriel Romero,34,53.7,45.7
Argentina,Damián Emiliano Martínez,34,21.2,32.0
Argentina,Nicolás Hernán Otamendi,34,25.9,22.4
Argentina,Damián Emiliano Martínez,34,9.7,45.1
Argentina,Cristian Gabriel Romero,34,12.5,55.3
Argentina,Nahuel Molina Lucero,34,21.5,73.3
France,Theo Bernard François Hernández,35,93.1,0.1
Argentina,Nahuel Molina Lucero,35,5.8,54.5
Argentina,Damián Emiliano Martínez,35,4.1,42.1
France,Dayotchanculle Upamecano,35,71.3,5.5
Argentina,Nahuel Molina Lucero,35,25.9,71.8
Argentina,Alexis Mac Allister,35,41.8,59.0
Argentina,Lionel Andrés Messi Cuccittini,35,52.9,61.8
Argentina,Julián Álvarez,35,63.2,68.2
Argentina,Alexis Mac Allister,35,99.3,54.9
France,Olivier Giroud,36,61.0,40.1
France,Aurélien Djani Tchouaméni,36,54.6,42.9
France,Kylian Mbappé Lottin,37,66.8,10.6
France,Dayotchanculle Upamecano,37,45.4,31.6
France,Aurélien Djani Tchouaméni,37,56.5,64.6
Argentina,Nicolás Alejandro Tagliafico,37,44.3,7.4
Argentina,Ángel Fabián Di María Hernández,37,45.2,4.0
Argentina,Enzo Fernandez,37,42.0,13.8
Argentina,Alexis Mac Allister,37,45.2,14.7
Argentina,Enzo Fernandez,37,43.1,25.0
Argentina,Lionel Andrés Messi Cuccittini,37,48.0,42.5
Argentina,Rodrigo Javier De Paul,37,38.1,39.7
Argentina,Nicolás Hernán Otamendi,37,32.8,24.3
Argentina,Cristian Gabriel Romero,37,25.1,45.7
Argentina,Enzo Fernandez,37,39.6,43.8
Argentina,Nicolás Hernán Otamendi,37,33.9,23.9
Argentina,Nicolás Alejandro Tagliafico,37,44.8,8.1
Argentina,Nicolás Hernán Otamendi,37,30.6,14.5
Argentina,Nicolás Alejandro Tagliafico,37,38.6,3.4
Argentina,Ángel Fabián Di María Hernández,38,53.5,7.0
Argentina,Nahuel Molina Lucero,38,46.7,63.7
Argentina,Rodrigo Javier De Paul,38,43.5,50.0
Argentina,Cristian Gabriel Romero,38,26.4,48.7
Argentina,Enzo Fernandez,38,37.5,44.6
France,Theo Bernard François Hernández,38,70.4,28.4
France,Antoine Griezmann,38,80.5,35.2
France,Kylian Mbappé Lottin,38,87.1,10.4
Argentina,Cristian Gabriel Romero,38,33.4,54.9
France,Dayotchanculle Upamecano,38,42.6,5.1
France,Hugo Lloris,38,12.9,29.9
France,Raphaël Varane,38,49.0,56.9
France,Antoine Griezmann,38,60.4,53.2
France,Jules Koundé,38,45.6,69.7
France,Raphaël Varane,38,45.6,61.6
France,Aurélien Djani Tchouaméni,38,56.9,39.7
France,Raphaël Varane,39,62.7,57.5
France,Jules Koundé,39,64.4,73.5
France,Antoine Griezmann,39,77.3,64.6
Argentina,Ángel Fabián Di María Hernández,39,53.1,11.7
Argentina,Julián Álvarez,39,55.2,18.5
Argentina,Enzo Fernandez,39,48.2,20.7
Argentina,Rodrigo Javier De Paul,39,49.3,31.2
Argentina,Lionel Andrés Messi Cuccittini,39,44.6,28.4
Argentina,Nicolás Hernán Otamendi,39,35.8,22.6
Argentina,Nicolás Alejandro Tagliafico,39,48.0,3.1
Argentina,Nicolás Hernán Otamendi,39,30.9,19.8
Argentina,Cristian Gabriel Romero,39,27.9,47.4
Argentina,Nicolás Hernán Otamendi,39,26.6,26.7
Argentina,Enzo Fernandez,39,37.1,32.0
Argentina,Nahuel Molina Lucero,39,48.4,73.3
France,Aurélien Djani Tchouaméni,39,55.0,32.7
France,Adrien Rabiot,39,62.5,22.8
France,Aurélien Djani Tchouaméni,39,51.8,26.5
France,Dayotchanculle Upamecano,39,41.3,5.7
Argentina,Cristian Gabriel Romero,39,32.6,60.9
Argentina,Nahuel Molina Lucero,39,40.7,74.8
Argentina,Rodrigo Javier De Paul,39,43.1,69.7
Argentina,Nahuel Molina Lucero,39,39.8,75.9
Argentina,Rodrigo Javier De Paul,39,51.0,75.0
France,Aurélien Djani Tchouaméni,39,65.7,4.7
Argentina,Cristian Gabriel Romero,39,24.0,74.8
Argentina,Enzo Fernandez,39,37.5,61.1
Argentina,Nahuel Molina Lucero,40,36.9,72.9
Argentina,Rodrigo Javier De Paul,40,40.7,76.3
Argentina,Nicolás Hernán Otamendi,40,25.5,28.8
Argentina,Nicolás Hernán Otamendi,41,51.2,3.1
Argentina,Ángel Fabián Di María Hernández,41,72.1,4.4
Argentina,Nahuel Molina Lucero,41,42.2,57.9
Argentina,Nicolás Hernán Otamendi,41,34.9,24.5
Argentina,Ángel Fabián Di María Hernández,42,57.0,3.6
Argentina,Nicolás Hernán Otamendi,42,26.4,18.5
Argentina,Cristian Gabriel Romero,42,15.5,47.6
Argentina,Enzo Fernandez,42,54.4,40.6
France,Jules Koundé,42,2.8,65.8
France,Hugo Lloris,43,7.0,36.1
Argentina,Cristian Gabriel Romero,43,33.1,54.1
Argentina,Nahuel Molina Lucero,43,28.7,75.0
France,Adrien Rabiot,43,80.5,5.3
Argentina,Enzo Fernandez,43,37.5,66.7
France,Aurélien Djani Tchouaméni,43,76.6,11.1
France,Adrien Rabiot,43,83.9,5.9
France,Theo Bernard François Hernández,43,69.6,0.1
France,Aurélien Djani Tchouaméni,43,71.5,8.7
France,Theo Bernard François Hernández,43,68.9,3.6
France,Dayotchanculle Upamecano,43,48.4,22.4
France,Theo Bernard François Hernández,43,56.3,7.0
France,Dayotchanculle Upamecano,43,42.8,20.7
France,Raphaël Varane,43,63.1,58.3
France,Aurélien Djani Tchouaméni,44,56.3,46.8
France,Dayotchanculle Upamecano,44,53.1,8.1
France,Theo Bernard François Hernández,44,56.5,7.0
France,Aurélien Djani Tchouaméni,44,55.4,28.4
France,Raphaël Varane,44,55.2,47.4
France,Dayotchanculle Upamecano,44,47.7,31.4
France,Jules Koundé,44,77.5,71.2
France,Randal Kolo Muani,44,85.2,64.8
Argentina,Nicolás Hernán Otamendi,44,25.7,22.8
France,Aurélien Djani Tchouaméni,44,86.0,55.1
Argentina,Enzo Fernandez,44,38.5,33.1
France,Adrien Rabiot,44,78.5,39.4
Argentina,Nahuel Molina Lucero,44,28.8,49.7
Argentina,Lionel Andrés Messi Cuccittini,44,37.5,53.8
Argentina,Nahuel Molina Lucero,45,55.7,76.1
France,Adrien Rabiot,45,62.1,12.6
Argentina,Nahuel Molina Lucero,45,57.6,80.0
Argentina,Rodrigo Javier De Paul,45,50.5,74.6
Argentina,Cristian Gabriel Romero,45,30.2,64.5
Argentina,Nicolás Hernán Otamendi,45,27.4,26.2
Argentina,Nicolás Alejandro Tagliafico,45,43.5,3.6
France,Hugo Lloris,45,9.2,57.7
France,Dayotchanculle Upamecano,45,38.8,33.3
France,Aurélien Djani Tchouaméni,45,56.1,20.9
France,Theo Bernard François Hernández,45,67.8,7.2
France,Dayotchanculle Upamecano,45,42.8,16.2
France,Adrien Rabiot,46,80.7,72.9
France,Jules Koundé,46,74.1,76.3
France,Aurélien Djani Tchouaméni,46,67.4,41.0
France,Theo Bernard François Hernández,46,78.3,6.8
France,Aurélien Djani Tchouaméni,46,69.8,16.4
France,Dayotchanculle Upamecano,46,56.5,26.9
France,Kylian Mbappé Lottin,46,91.8,4.7
France,Marcus Thuram,46,113.0,5.5
Argentina,Damián Emiliano Martínez,47,15.9,73.1
France,Aurélien Djani Tchouaméni,47,34.9,18.8
Argentina,Nahuel Molina Lucero,47,66.8,64.5
Argentina,Lionel Andrés Messi Cuccittini,47,80.3,56.4
Argentina,Nahuel Molina Lucero,48,104.9,80.0
Argentina,Rodrigo Javier De Paul,48,97.4,72.0
Argentina,Nahuel Molina Lucero,48,105.3,75.2
Argentina,Julián Álvarez,48,104.7,68.2
France,Adrien Rabiot,48,22.5,10.0
Argentina,Cristian Gabriel Romero,48,57.0,71.4
Argentina,Damián Emiliano Martínez,48,18.9,48.1
Argentina,Nicolás Hernán Otamendi,48,34.5,16.6
France,Randal Kolo Muani,48,64.6,73.7
France,Raphaël Varane,48,40.0,40.2
France,Aurélien Djani Tchouaméni,48,50.9,56.9
France,Dayotchanculle Upamecano,48,53.3,25.8
France,Raphaël Varane,49,47.7,45.5
France,Aurélien Djani Tchouaméni,49,52.7,49.4
France,Dayotchanculle Upamecano,49,63.1,24.8
France,Theo Bernard François Hernández,49,94.6,0.1
France,Dayotchanculle Upamecano,49,76.6,7.2
France,Raphaël Varane,49,55.2,34.8
France,Jules Koundé,49,70.8,65.2
France,Antoine Griezmann,49,81.8,75.7
France,Raphaël Varane,49,68.9,60.3
Argentina,Cristian Gabriel Romero,49,20.6,42.7
Argentina,Enzo Fernandez,49,29.8,33.1
Argentina,Enzo Fernandez,49,36.4,22.4
Argentina,Nicolás Alejandro Tagliafico,50,64.7,0.1
Argentina,Nicolás Alejandro Tagliafico,50,80.1,0.1
France,Aurélien Djani Tchouaméni,50,26.6,70.8
France,Dayotchanculle Upamecano,50,18.2,61.3
Argentina,Nicolás Hernán Otamendi,50,68.1,11.7
Argentina,Enzo Fernandez,50,79.0,16.0
France,Antoine Griezmann,50,38.5,73.1
France,Jules Koundé,50,30.0,72.9
Argentina,Ángel Fabián Di María Hernández,50,94.0,0.1
Argentina,Enzo Fernandez,50,76.9,13.4
Argentina,Lionel Andrés Messi Cuccittini,51,82.0,22.8
Argentina,Enzo Fernandez,51,68.7,19.8
Argentina,Cristian Gabriel Romero,51,57.8,41.0
France,Jules Koundé,51,42.0,80.0
France,Aurélien Djani Tchouaméni,51,39.2,74.2
France,Antoine Griezmann,52,80.9,73.1
Argentina,Lionel Andrés Messi Cuccittini,45,61.0,40.1
Argentina,Enzo Fernandez,45,47.3,41.9
Argentina,Rodrigo Javier De Paul,45,43.7,51.3
Argentina,Nicolás Hernán Otamendi,45,30.4,29.0
